平台,日期,评价时间,门店,城市,总体评分,口味评分,包装评分,配送评分,配送满意度,评价内容,回复,点赞,点踩,申诉,关键词,商品明细
美团,2026-08-04,2026-08-04T12:23:45,煌上煌酱鸭(德化新街店),郑州,,,5.0,5.0,满意,味道很好吃的一家店，经济实惠，配送很快，推荐一下,谢谢你的支持和推荐，我们会继续努力保持美食品质和快速配送！,nan,nan,nan,nan,"酱香鹌鹑1个（微辣）(1只),单价7.8*数量1/香卤鸭脖【不辣】(尝鲜（130克）),单价14.8*数量1/手撕酱鸭炒饭【酱鸭配炒饭，吃饱再来战】(300克),单价16.0*数量1"
美团,2026-08-04,2026-08-04T08:05:59,煌上煌酱鸭(德化新街店),郑州,,,5.0,5.0,满意,可以 不辣,非常感谢您的好评！我们很高兴您喜欢我们的食物。再次感谢您的支持，期待您的下次光临！,nan,nan,nan,nan,"酱香鸭腿【不辣】(1个(约180克)),单价18.3*数量2"
美团,2026-08-03,2026-08-03T19:57:48,煌上煌酱鸭(德化新街店),郑州,,,5.0,5.0,满意,"外卖送到很及时，包装严实没有酒漏，菜品分量足
味道也不错，性价比很高，吃得很满意，下次还会继续点这家！",收到这么好的评价我们非常开心！感谢您的支持，我们会继续努力保持或超越您的期望。期待下次为您服务！,nan,nan,nan,nan,"酱香鹌鹑1个（微辣）(1只),单价7.8*数量2/五香卤蛋1个（新客专享，右上角收藏）(1个),单价3.0*数量1/【一人食】素菜拼盘(1人份),单价7.9*数量1/香卤鸭头【甜辣】(80g),单价10.8*数量1/香辣海带结(小份（140克）),单价8.8*数量1"
美团,2026-08-03,2026-08-03T12:48:51,煌上煌酱鸭(德化新街店),郑州,,,5.0,5.0,满意,餐品包装严密完好，菜品食材新鲜又卫生，餐品分量非常扎实，还有冰袋,非常感谢您的好评！我们很高兴您对我们的餐品和服务满意。您的认可是我们前进的动力。希望下次还能为您带来同样的愉快体验。,nan,nan,nan,nan,"【一人食】素菜拼盘(1人份),单价7.9*数量1/加热(1克,需要加热，备注标明需要加热的产品),单价0.0*数量1/五香卤蛋1个（新客专享，右上角收藏）(1个),单价3.0*数量2/【非遗】招牌手撕酱鸭(小份120克,酱辣),单价27.8*数量1"
美团,2026-08-03,2026-08-03T10:30:24,煌上煌酱鸭(德化新街店),郑州,,,5.0,5.0,满意,炒饭太预制了不太好吃，卤菜都是冰凉的太好啦﹋o﹋,你好，夏季炎热，为保障产品质量，所有菜品都是冷藏保鲜摆放售卖，如需要加热，可在订单里备注一下的哈。再次感谢您的支持！,nan,nan,nan,nan,"香卤鸭锁骨1个(不辣(1个)),单价8.8*数量2/五香卤蛋1个（新客专享，右上角收藏）(1个),单价3.0*数量2/手撕酱酱鸭炒饭+拌素菜多拼(1人份),单价21.0*数量1"
美团,2026-08-03,2026-08-03T10:24:43,煌上煌酱鸭(德化新街店),郑州,,,5.0,5.0,满意,“荤素搭配”“蘸料丰富”“份量充足”“包装严实”,谢谢您对我们的肯定！很高兴您喜欢我们的菜品和包装。我们会继续努力保持高品质。期待您的下次光临！,nan,nan,nan,nan,"【非遗】招牌手撕酱鸭(小份120克,麻辣),单价27.8*数量1"
美团,2026-08-02,2026-08-02T16:36:01,煌上煌酱鸭(德化新街店),郑州,,,5.0,5.0,满意,价格实惠配送速度快推荐购买,谢谢你的推荐和好评，我们会继续努力保持价格实惠、配送快速的服务！,nan,nan,nan,nan,"香卤鱼豆腐(小份（140克）),单价8.8*数量1/肉食主义【单人餐】（三荤）(1人份),单价32.1*数量1"
美团,2026-08-02,2026-08-02T16:14:49,煌上煌酱鸭(德化新街店),郑州,,,5.0,5.0,满意,好吃,非常感谢您的好评！很高兴您喜欢我们的美食，我们会继续努力保持高质量的服务。期待您的下次光临！,nan,nan,nan,nan,"【福马贺岁】一人食经典炒饭套餐(1人份),单价35.9*数量1"
美团,2026-08-02,2026-08-02T13:59:44,煌上煌酱鸭(德化新街店),郑州,,,5.0,5.0,满意,很好吃送到的很快分量很大,谢谢您的好评！很高兴您喜欢我们的美食，我们会继续努力保持快速配送和丰富分量。期待您的下次光临！,nan,nan,nan,nan,"手撕酱酱鸭炒饭+拌素菜多拼(1人份),单价21.0*数量1/五香卤蛋1个（新客专享，右上角收藏）(1个),单价3.0*数量1/香卤鱼豆腐(小份（140克）),单价8.8*数量1/香卤腐竹(小份（140克）),单价8.8*数量1"
美团,2026-08-02,2026-08-02T10:17:01,煌上煌酱鸭(德化新街店),郑州,,,5.0,5.0,满意,加入回购清单，餐品包装严密完好，餐品物有所值，很划算，,非常感谢您的支持和好评！我们很高兴您对我们的餐品和服务满意。您的认可是我们前进的动力。期待下次为您服务！,nan,nan,nan,nan,"五香卤蛋1个（新客专享，右上角收藏）(1个),单价3.0*数量1/手撕酱鸭炒饭【酱鸭配炒饭，吃饱再来战】(300克),单价16.0*数量1/【非遗】招牌手撕酱鸭(小份120克,酱辣),单价27.8*数量1"
美团,2026-08-01,2026-08-01T23:49:55,煌上煌酱鸭(德化新街店),郑州,,,5.0,5.0,满意,回购多次的一家宝藏店铺份量很足,感谢您的多次回购和好评！我们会继续努力保持份量充足，期待下次光临！,nan,nan,nan,nan,"香卤鸭锁骨1个(甜椒(1个)),单价8.8*数量2/五香卤蛋1个（新客专享，右上角收藏）(1个),单价3.0*数量1/香卤鸭锁骨【甜辣】(大份（290克）),单价31.8*数量1/夏日酷爽 0.1元可乐一罐（随机）(1罐),单价5.0*数量1"
美团,2026-08-01,2026-08-01T18:42:36,煌上煌酱鸭(德化新街店),郑州,,,5.0,1.0,不满意,"餐品包装严密完好, ",非常感谢您的好评！我们很高兴您对我们的餐品包装满意。我们会继续努力保持高标准，确保每一份餐品都能安全、完整地送达。再次感谢您的支持，期待您的下次光临！,nan,nan,nan,nan,nan
美团,2026-08-01,2026-08-01T17:29:27,煌上煌酱鸭(德化新街店),郑州,,,5.0,5.0,满意,味道不错份量大好吃 还有冰袋,谢谢您的好评！很高兴您喜欢我们的美食和冰袋服务。我们会继续努力保持高质量。,nan,nan,nan,nan,"香辣去骨凤爪【微辣】(小份160g,微辣),单价28.7*数量1/香卤鸭板肠【微辣】(小份（110克）),单价21.8*数量1"
美团,2026-08-01,2026-08-01T14:59:29,煌上煌酱鸭(德化新街店),郑州,,,5.0,5.0,满意,好吃?这个炒饭超级香呀！,感谢你的美味评价，我们非常高兴你喜欢我们的炒饭！希望下次还能为你带来同样的惊喜。,nan,nan,nan,nan,"五香卤蛋1个（新客专享，右上角收藏）(1个),单价3.0*数量2/酱香鹌鹑1个（微辣）(1只),单价7.8*数量1/【福马贺岁】一人食经典炒饭套餐(1人份),单价35.9*数量1"
美团,2026-08-01,2026-08-01T14:07:03,煌上煌酱鸭(德化新街店),郑州,,,5.0,5.0,满意,不错不错，非常的不错,非常感谢您的好评！我们很高兴您对我们的服务和食物感到满意。希望下次还能为您带来同样的愉快体验！,nan,nan,nan,nan,"【一人食】素菜拼盘(1人份),单价7.9*数量1/五香卤蛋1个（新客专享，右上角收藏）(1个),单价3.0*数量2/【马上有福】一人食荤素搭配(1人份),单价36.9*数量1"
美团,2026-08-01,2026-08-01T10:49:45,煌上煌酱鸭(德化新街店),郑州,,,5.0,5.0,满意,酱鸭炒饭配素菜拼，味道足分量刚好,感谢您的好评！很高兴您喜欢我们的酱鸭炒饭和素菜拼盘。我们会继续努力保持分量足，味道好。期待您的下次光临！,nan,nan,nan,nan,"手撕酱酱鸭炒饭+拌素菜多拼(1人份),单价21.0*数量1/五香卤蛋1个（新客专享，右上角收藏）(1个),单价3.0*数量1/【非遗】招牌手撕酱鸭(小份120克,酱辣),单价27.8*数量1"
美团,2026-08-08,2026-08-08T23:21:52,煌上煌酱鸭(德化新街店),郑州,,,5.0,5.0,满意,餐品物有所值，很餐品分量非常扎实，餐品包装严密完好，划算，菜品食材新鲜又卫生，,收到这么好的评价我们非常开心！感谢您的支持，我们会继续努力保持菜品的新鲜与卫生，让每一餐都成为物有所值的享受。期待您的下次光临！,nan,nan,nan,nan,"点右上角??，享0.01元素菜三选一(香辣藕片),单价1.5*数量1/酱香鸭腿【不辣】(1个(约180克)),单价18.3*数量1/香辣海带结(小份（140克）),单价8.8*数量1/夏日酷爽 0.1元可乐一罐（随机）(1罐),单价1.19*数量1/酱香鹌鹑1个（微辣）(1只),单价7.8*数量1"
美团,2026-08-08,2026-08-08T12:53:53,煌上煌酱鸭(德化新街店),郑州,,,5.0,5.0,满意,餐品物有所值，很划算，实物跟商家描述一致，所见即所得，这家店的外卖包装干净卫生，好吃不贵，都很好吃，鹌鹑有股奶香味,收到这么好的评价我们非常开心！感谢您的支持，我们会继续努力保持餐品质量和性价比。期待您的下次光临！,nan,nan,nan,nan,"香卤鸭翅中(1个,甜辣),单价3.0*数量1/点右上角??，享0.01元素菜三选一(香辣藕片),单价1.5*数量1/夏日酷爽 0.1元可乐一罐（随机）(1罐),单价1.19*数量1/肉食主义【单人餐】（三荤）(1人份),单价32.1*数量1/酱香鹌鹑1个（微辣）(1只),单价7.8*数量1/五香卤蛋1个（新客专享，右上角收藏）(1个),单价3.0*数量1"
美团,2026-08-07,2026-08-07T20:55:29,煌上煌酱鸭(德化新街店),郑州,,,5.0,5.0,满意,这家店的外卖包装干净卫生，#风干鸭脖【香辣】#超级香#【一人食】素菜拼盘#入味，值得品尝，爱死，特别下酒,非常感谢您的好评！很高兴您喜欢我们的产品，特别是香辣鸭脖和素菜拼盘。我们会继续努力保持卫生和美味。期待您的下次光临！,nan,nan,nan,nan,"香卤鸭翅中(1个,甜辣),单价3.0*数量2/点右上角??，享0.01元素菜三选一(香辣土豆片),单价0.01*数量1/风干鸭脖【香辣】(大份（250克）),单价28.8*数量1/【一人食】素菜拼盘(1人份),单价7.9*数量1"
美团,2026-08-07,2026-08-07T16:12:04,煌上煌酱鸭(德化新街店),郑州,,,5.0,5.0,满意,味道很好，量也很大，包装精美。,谢谢您的好评！很高兴您喜欢我们的美食和包装。我们会继续努力保持高质量的服务。,nan,nan,nan,nan,"-招牌香卤鸭锁骨(大份3个,甜辣),单价27.66*数量1/香卤鸭头1个（甜椒）(1个),单价10.8*数量1/+香卤鸭板肠(小份100g),单价22.66*数量1"
美团,2026-08-07,2026-08-07T15:21:37,煌上煌酱鸭(德化新街店),郑州,,,4.0,5.0,满意,还可以吧,谢谢您对我们的评价，我们一直在努力提升服务和食品质量。如果您有任何具体的意见或需要改进的地方，欢迎随时告诉我们。希望下次有机会能提供更好的体验给您。,nan,nan,nan,nan,"酱香鹌鹑1个（微辣）(1只),单价7.8*数量1/点右上角??，享0.01元素菜三选一(香辣土豆片),单价1.5*数量1/香卤鸭翅中(1个,甜辣),单价3.0*数量1/五香卤蛋1个（新客专享，右上角收藏）(1个),单价3.0*数量1/【午餐时刻】酱鸭炒饭+混搭素菜+可乐+卤蛋(1人份),单价25.9*数量1/夏日酷爽 0.1元可乐一罐（随机）(1罐),单价1.19*数量1"
美团,2026-08-04,2026-08-04T15:14:15,煌上煌酱鸭(上李店),厦门,,,5.0,5.0,满意,nan,谢谢您的支持！您的满意就是我们最大的动力，我们会继续加油，用更好的服务回馈您的厚爱，欢迎常来！,nan,nan,nan,nan,"香卤翅中(1个鸭翅中),单价3.94*数量6/香辣鸭头(1个,切开),单价9.13*数量1/统一鲜橙多310ML罐(310毫升),单价6.0*数量1"
美团,2026-08-03,2026-08-03T17:05:10,煌上煌酱鸭(上李店),厦门,,,4.0,5.0,满意,nan,收到您的好评，我们像中了彩票一样开心！感谢鼓励，我们会继续用心，让每一位顾客都感受到这份诚意！,nan,nan,nan,nan,"[素卤菜拼盘]8.9吃5种(200克),单价8.9*数量3/稻香米饭(1人份),单价2.0*数量1/统一金桔柠檬310ML罐(310毫升),单价6.0*数量1"
美团,2026-08-03,2026-08-03T13:21:24,煌上煌酱鸭(上李店),厦门,,,4.0,5.0,满意,nan,收到您的好评，我们干劲十足！感谢您的认可，我们会像对待第一单生意一样，永远保持热情和真诚，欢迎您随时回来！,nan,nan,nan,nan,"【下酒搭档】香酥花生米-心形装(1盒),单价10.4*数量1/[素卤菜拼盘]8.9吃5种(200克),单价8.9*数量3/赠送一个手撕酱鸭充氮装（限购一一个）(1人份),单价0.0*数量50"
美团,2026-08-03,2026-08-03T09:30:38,煌上煌酱鸭(上李店),厦门,,,5.0,5.0,满意,“食材新鲜”超级好吃，味道卤的很入味，非常适合夜宵下酒,非常感谢您的认可呀，您夸赞食材新鲜、味道入味超棒，能让您满意我们很开心，期待您下次再来享用~,nan,nan,nan,nan,"四荤三素豪华餐(3人份),单价42.9*数量1"
美团,2026-08-02,2026-08-02T23:44:36,煌上煌酱鸭(上李店),厦门,,,5.0,5.0,满意,包装太用心了，每个菜都单独密封，一点都没有洒出来，打开的时候热气腾腾的，感觉比堂食还讲究。,亲，非常感谢您对包装和菜品热气腾腾的认可呀，能让您满意我们超高兴，期待您下次再来体验~,nan,nan,nan,nan,"香辣卤鸡爪(小份约150克,微辣,不切),单价26.7*数量1"
美团,2026-08-01,2026-08-01T17:36:41,煌上煌酱鸭(上李店),厦门,,,4.0,5.0,满意,nan,谢谢亲的认可！您的肯定让我们更有干劲，像打了一针鸡血，我们会保持初心，用心对待每一位顾客！,nan,nan,nan,nan,"统一金桔柠檬310ML罐(310毫升),单价2.0*数量1/稻香米饭(1人份),单价2.0*数量1/招牌香卤凤爪(中份200克,不辣),单价36.92*数量1/统一鲜橙多310ML罐(310毫升),单价2.0*数量1/[素卤菜拼盘]8.9吃5种(200克),单价8.9*数量1"
美团,2026-08-06,2026-08-06T22:07:50,煌上煌酱鸭(惠东大岭店),惠州,,,5.0,5.0,满意,nan,感谢您的好评！您的满意是我们最大的“充电宝”，让我们永远电量满满。我们会继续努力，用更好的状态迎接您的再次光临！,nan,nan,nan,nan,"手撕酱鸭炒饭(1人份),单价18.8*数量1/福利小份香辣鸭翅中4个(4个),单价9.9*数量1/招牌香辣卤鸭翅中4个(90克),单价14.8*数量1/小个盐焗鸡爪3个(1人份),单价10.9*数量1"
美团,2026-08-04,2026-08-04T22:11:40,煌上煌酱鸭(惠东大岭店),惠州,,,1.0,5.0,满意,你这个腐竹牙都要崩掉两个吧、你这个鸭爪都不知道放了多久的了吧，这个腐竹都不知道放了多少天的了，全都是干干巴巴的差评差评差评，以后再也不买了,非常抱歉让您有此不愉快的体验，我们对此深感歉意。对于腐竹和鸭爪的问题，我们会立即调查并确保食材新鲜度。感谢您的反馈，我们会努力改进，希望能有机会让您满意。,nan,nan,nan,nan,"香卤腐竹(大份(约300g)),单价15.9*数量1/香辣海带结(大份(约300g)),单价15.9*数量1/招牌卤鸭掌(个)(2个鸭掌拼盒,麻辣),单价9.5*数量3/香卤毛豆(大份(约300g)),单价15.9*数量1/香卤鸭头(2个,(切开)非整个,微辣),单价18.0*数量1"
美团,2026-08-11,2026-08-11T17:37:30,煌上煌酱鸭(上李店),厦门,,,5.0,5.0,满意,味道不错，又快又好吃！！！非常的下酒！,非常感谢您的认可，能让您吃得开心我们超高兴，期待您下次继续光临！,"不辣鸭胗,柠檬去骨凤爪,香酥鳕条鱼,[味美鲜香]腐竹,[素卤菜拼盘]8.9吃5种",nan,nan,nan,"香酥鳕条鱼(大份约300克),单价28.54*数量1/柠檬去骨凤爪(大份约200克),单价44.39*数量1/[素卤菜拼盘]8.9吃5种(200克),单价8.9*数量1/[味美鲜香]腐竹(约350克（大份）),单价17.8*数量1/不辣鸭胗(大份约250克),单价50.05*数量1"
美团,2026-08-11,2026-08-11T15:33:05,煌上煌酱鸭(上李店),厦门,,,5.0,1.0,不满意,nan,感谢您的好评！您的满意是我们最大的“充电宝”，让我们永远电量满满。我们会继续努力，用更好的状态迎接您的再次光临！,nan,nan,nan,nan,"香辣嗦螺（清凉一夏）(大份1斤500g,加热——口味更佳浓郁),单价23.89*数量1/香卤毛豆(约180克（小份）),单价9.9*数量1"
美团,2026-08-10,2026-08-10T21:54:36,煌上煌酱鸭(上李店),厦门,,,5.0,1.0,不满意,"餐品分量非常扎实, 加入回购清单, 菜品食材新鲜又卫生, ",感谢您的认可，餐品能获您青睐我们很欣喜，期待您再次品尝呀！,nan,nan,nan,nan,nan
美团,2026-08-10,2026-08-10T09:22:59,煌上煌酱鸭(上李店),厦门,,,4.0,5.0,满意,nan,感谢您的好评鼓励！您的支持让我们更有干劲，一定会继续努力做到更好，期待下次为您提供更棒的服务！,nan,nan,nan,nan,"红乌苏500ML大罐装(500毫升),单价5.9*数量1/[素卤菜拼盘]8.9吃5种(200克),单价8.9*数量3/统一鲜橙多310ML罐(310毫升),单价6.0*数量1/稻香米饭(1人份),单价2.0*数量2"
美团,2026-08-07,2026-08-07T19:37:28,煌上煌酱鸭(上李店),厦门,,,5.0,5.0,满意,nan,感谢您慷慨的好评！每一句鼓励都是我们前行路上最亮的星，我们会继续用心打磨每个细节，期待与您下次温暖相遇。,nan,nan,nan,nan,"酱香鸭块(超大份500克),单价32.04*数量1/【非遗】招牌手撕酱鸭「小试尝鲜50克」+1*统一鲜橙多(小试尝鲜50g,酱香,统一鲜橙多310ML罐),单价12.9*数量1/稻香米饭(1人份),单价2.0*数量1"
美团,2026-08-07,2026-08-07T17:05:40,煌上煌酱鸭(惠东大岭店),惠州,,,4.0,5.0,满意,送过来都超时一个小时了还，店家态度好差,真的很不好意思，我们送餐过程中出现了问题，导致送餐超时。对于态度问题，我们深感抱歉，这并非我们一贯的服务标准。请您原谅。我们一定会加强内部管理，确保此类情况不再发生。感谢您的理解与支持，期待能有机会以更好的服务弥补这次的不便。,nan,nan,nan,nan,"盐焗凤爪（不辣）(中份(约250g),(切开)非整个),单价42.8*数量1/蒜香无骨鸡爪130g(1人份),单价25.0*数量1/香卤腐竹(小份拼盒(约120g)),单价6.6*数量1/香卤鸭脖(麻辣)(大份(约300g)),单价35.8*数量1/香辣海带结(小份拼盒(约120g)),单价6.6*数量1"
美团,2026-08-14,2026-08-14T21:01:28,煌上煌酱鸭(上李店),厦门,,,4.0,5.0,满意,不错哈不错哈，味道还可以，期待期待期待更好的体验,非常感谢您的认可呀，很开心您觉得味道还不错，期待您后续继续来体验更多美好呢~,nan,nan,nan,nan,nan
美团,2026-08-14,2026-08-14T00:04:24,煌上煌酱鸭(上李店),厦门,5.0,0.0,0.0,1.0,不满意,#送餐快速 ,nan,nan,nan,nan,nan,nan
美团,2026-08-13,2026-08-13T22:50:43,煌上煌酱鸭(上李店),厦门,,,5.0,5.0,满意,送货非常快，味道也非常好吃，买过好几次这家这家店的外卖包装干净卫生，菜品食材新鲜又卫生，餐品物有所值，很划算，了,非常感谢您的认可与支持呀，您的好评让我们超开心，期待您下次继续光临享受美味～,nan,nan,nan,nan,nan
美团,2026-08-13,2026-08-13T21:24:16,煌上煌酱鸭(上李店),厦门,,,5.0,5.0,满意,好吃又美味，味道十足,非常感谢您的认可呀，您的称赞让我们满心欢喜，期待您下次再来享受美味~,nan,nan,nan,nan,"【非遗】招牌煌家酱鸭/只(整只,辣,切),单价71.35*数量1"
美团,2026-08-13,2026-08-13T00:20:05,煌上煌酱鸭(上李店),厦门,,,5.0,5.0,满意,食材新鲜干净卫生，特别是他家的那些鸭货，真的吃不够，之前我在上海那边也做这些东西，给他家的味道比差的太多了，我每次喝酒都会点上几份他家的鸭货，真的吃不够。,非常感谢您对我们家鸭货的喜爱呀，能得到您的认可超开心，期待您常来品尝美味的鸭货哟~,nan,nan,nan,nan,"香辣耳丝(小份约100克,微辣),单价23.52*数量1/招牌香卤凤爪(小份150克,不辣),单价27.69*数量1/稻香米饭(1人份),单价2.0*数量1/香辣鸭舌+1*统一鲜橙多/统一金桔柠檬(小份约50克,香辣,统一鲜橙多310ML罐),单价27.38*数量1"
美团,2026-08-12,2026-08-12T23:45:35,煌上煌酱鸭(上李店),厦门,3.0,5.0,3.0,5.0,满意,份量太少了吃了跟没吃一样味道可以,亲爱的顾客，非常感谢您的反馈！看到您认可我们的味道，我们超级开心！? 咱们这款手撕酱鸭炒饭是总部统一标配，净重300g，分量都是严格把控的标准的哦，可能这次没能让您吃饱，实在抱歉！建议下次可以搭配个其他小吃或饮品～,nan,nan,nan,nan,"煌上煌手撕酱鸭炒饭1盒(微辣),单价15.71*数量1"
美团,2026-08-14,2026-08-14T15:07:26,煌上煌酱鸭(龙华共和花园店),深圳,,,4.0,5.0,满意,手撕的，一半以上都是骨头,nan,nan,nan,nan,nan,nan
美团,2026-08-04,2026-08-04T19:41:41,煌上煌酱鸭(中山天虹店),南昌,,,4.0,5.0,满意,好吃美味好的后裔科西嘉岛坚持减肥卡卡卡下次要继续支持哦良心真的爱啊啊啊,感谢您的美味支持和喜爱！我们非常高兴您享受了我们的美食。对于您的减肥计划，我们会继续提供健康、美味的选择。期待下次您的光临，您的满意是我们最大的动力！,nan,nan,nan,nan,"招牌鸭翅中（甜椒）(小份150g),单价20.9*数量1/点亮↗角?有惊喜（收藏立享）(1个),单价3.0*数量3/【素菜双拼】毛豆+面筋(180g),单价8.9*数量1"
美团,2026-08-02,2026-08-02T16:08:55,煌上煌酱鸭(中山天虹店),南昌,,,5.0,5.0,满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,"招牌手撕酱鸭（口味任选）(小份120g,酱香),单价29.25*数量1"
美团,2026-08-02,2026-08-02T10:24:32,煌上煌酱鸭(中山天虹店),南昌,,,5.0,5.0,满意,鸭子好像比平常吃的小一点，但味道还可以啦,非常感谢您的反馈，很高兴您觉得味道还可以。对于鸭子分量的反馈，我们深感抱歉，我们会立即改进，确保提供与以往相同或更好的分量。再次感谢您的宝贵意见，期待您的下次光临！,nan,nan,nan,nan,"【宠粉福利】5个鸭翅中(5个),单价15.1*数量1/招牌煌家酱鸭（微辣）(1只),单价68.0*数量1"
美团,2026-08-01,2026-08-01T16:05:14,煌上煌酱鸭(中山天虹店),南昌,,,5.0,5.0,满意,煌上煌鸭脖啃着很香，地道赣味！肉质不柴，香辣入味，很适合当零食。,谢谢你的支持和好评！很高兴你喜欢我们的鸭脖，我们会继续努力保持地道的赣味。期待你的下次光临！,nan,nan,nan,nan,"香卤毛豆(小份),单价6.41*数量1/【超值甄选】香卤鸭脖300g(300克,微辣),单价35.9*数量1/【宠粉福利】麻辣鸭脖(100克),单价15.9*数量1/香卤鸭锁骨 1个(60克),单价9.0*数量1"
美团,2026-08-11,2026-08-11T20:53:08,煌上煌酱鸭(中山天虹店),南昌,,,5.0,5.0,满意,超级香，超级好吃，买过很多次了,非常感谢您的喜爱与支持！我们很高兴您每次都能满意而归。您的好评是我们前进的动力，我们会继续努力保持或超越您的期待。期待下次您的光临，希望还能带给您同样的美食享受。,新品【非遗】手撕酱鸭（麻辣）,nan,nan,nan,"新品【非遗】手撕酱鸭（麻辣）(大份210g),单价48.75*数量1/点亮↗角?有惊喜（收藏立享）(1个),单价3.0*数量1"
美团,2026-08-07,2026-08-07T17:38:43,煌上煌酱鸭(中山天虹店),南昌,,,5.0,1.0,不满意,实物跟商家描述一致，所见即所得，餐品包装严密完好，餐品分量非常扎实，餐品物有所值，很划算，,非常感谢您的五星好评！我们很高兴您对我们的餐品和服务满意。您的认可是我们前进的动力，我们会继续努力保持高质量。期待您的下次光临！,nan,nan,nan,nan,"招牌煌家酱鸭（微辣）(1只),单价68.0*数量1/点亮↗角?有惊喜（收藏立享）(1个),单价3.0*数量1"
美团,2026-08-05,2026-08-05T12:09:27,煌上煌酱鸭(佛山西樵星元汇广场店),佛山,,,5.0,5.0,满意,手撕酱鸭好够味，唔辣啱晒我，肉质唔柴。素菜三拼几好食，毛豆腐竹海带结样样都入味，打包做得好，冇漏汁，配送都快，值得再点。,nan,nan,nan,nan,nan,"素菜三拼210g（超值）(210克,毛豆,腐竹,海带结),单价13.8*数量1/非遗手撕酱鸭（不辣）(小份(约110g)),单价24.8*数量1"
美团,2026-08-02,2026-08-02T20:01:32,煌上煌酱鸭(佛山西樵星元汇广场店),佛山,,,5.0,5.0,满意,好吃，不辣的更符合广东人的口味，微辣也很辣,nan,nan,nan,nan,nan,"招牌鸭脖（超惠购）(100克,酱辣干香),单价12.9*数量1/非遗手撕酱鸭（不辣）(小份(约110g)),单价24.8*数量1"
美团,2026-08-02,2026-08-02T19:31:35,煌上煌酱鸭(佛山西樵星元汇广场店),佛山,,,5.0,5.0,满意,这家店的两荤一素吃饱餐分量真的太实在了！荤菜都是实打实的大块肉，素菜清新鲜甜，吃完肚子圆滚滚的超满足，性价比拉满，以后工作餐就锁定这家啦。,nan,nan,nan,nan,nan,"两荤一素吃饱餐(1人份),单价30.9*数量1"
美团,2026-08-02,2026-08-02T13:03:59,煌上煌酱鸭(佛山西樵星元汇广场店),佛山,,,5.0,5.0,满意,?干净卫生的外卖，好吃的食物，出餐迅速，完美的体验！,nan,nan,nan,nan,nan,"五香卤蛋(1个),单价2.0*数量10/香卤鸭头(麻辣)(1个,(切开)非整个),单价9.9*数量1/香卤莲藕（微辣）(尝鲜(约110g)),单价6.6*数量1"
美团,2026-08-01,2026-08-01T09:50:01,煌上煌酱鸭(佛山西樵星元汇广场店),佛山,,,5.0,5.0,满意,煌上煌卤味酱香浓郁，鸭货肉质紧实入味，辣度刚刚好，追剧解馋很合适，新鲜度很不错。,nan,nan,nan,nan,nan,"盐焗鸡翅（不辣/个）(1个,整个),单价10.8*数量1/招牌凤爪（口味可选）/个(1个,盐焗（不辣）),单价3.99*数量5"
美团,2026-08-06,2026-08-06T23:37:17,煌上煌酱鸭(安远财富广场店),赣州,,,4.0,1.0,不满意,nan,非常感谢您的反馈，我们很高兴您对我们的商品整体评分满意。对于任何不足之处，我们深感歉意并会努力改进。期待再次为您服务！,nan,nan,nan,nan,nan
美团,2026-08-11,2026-08-11T16:04:07,煌上煌酱鸭(佛山西樵星元汇广场店),佛山,,,5.0,5.0,满意,嗦螺还有凤爪还有鸡翅都很好吃，值得推荐#嗦螺一盒# #招牌凤爪（口味可选）/个# #香卤鸡翅尖(微辣/个)#,nan,nan,nan,nan,nan,"香辣海带结（微辣/个）(1个),单价1.0*数量4/招牌凤爪（口味可选）/个(1个,盐焗（不辣）),单价3.99*数量2/嗦螺一盒(130克),单价9.9*数量1/香卤鸡翅尖(微辣/个)(1个),单价1.3*数量10"
美团,2026-08-10,2026-08-10T10:58:47,煌上煌酱鸭(佛山西樵星元汇广场店),佛山,,,5.0,5.0,满意,真的很爱酱板鸭，每次必点，不辣口味很适合广东人,nan,nan,nan,nan,nan,"非遗手撕酱鸭（不辣）(小份(约110g)),单价24.8*数量1/招牌鸭脖（超惠购）(100克,酱辣干香),单价12.9*数量1"
美团,2026-08-07,2026-08-07T14:11:59,煌上煌酱鸭(安远财富广场店),赣州,,,5.0,5.0,满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,"一荤一素单人餐(1人份),单价19.9*数量1/豆干(约180克（小份）),单价9.9*数量1"
美团,2026-08-12,2026-08-12T21:05:32,煌上煌酱鸭(佛山西樵星元汇广场店),佛山,,,5.0,5.0,满意,挺好吃的 分量也足 希望保持品质?,nan,nan,nan,nan,nan,"香卤鸭头(麻辣)(1个,(切开)非整个),单价9.9*数量1/素菜三拼210g（超值）(210克,毛豆,豆干,海带结),单价13.8*数量1/香卤鸭脆肠（香辣）(小份(约110g)),单价23.6*数量1"
